,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
2010,1.0,0.9999161261652444,0.999793999921196,0.9999860314975891,0.9999874814552185,0.9999728549786332,0.999520717312711,0.9995193321364685,0.9985608444850665,0.9999373876819923,0.9999772250316183,0.9993060704749931,0.9998724581097119,0.9999126033030219,0.9992685289481783,0.9998329454090469
2011,0.9999161261652445,1.0,0.9999730160516707,0.9999706142081426,0.999968413847756,0.9997935553187699,0.9998378223661929,0.9998370161260595,0.9991716864195853,0.9997085894526322,0.999980762993804,0.9997046650254859,0.9999954407763718,0.9996575098333719,0.9996799993004375,0.9999858111759921
2012,0.9997939999211959,0.9999730160516707,1.0,0.999887313299244,0.999883042597466,0.9996173115072325,0.9999431421363351,0.9999426643360217,0.9994436670411164,0.9995042757762579,0.9999082129809824,0.9998562165723976,0.999990640180274,0.9994382849804628,0.999838856000112,0.9999979613612865
2013,0.9999860314975892,0.9999706142081426,0.999887313299244,0.9999999999999999,0.9999999602830689,0.9999199424076893,0.9996703795896954,0.9996692306506664,0.9988303620722866,0.9998642739021031,0.9999989290413361,0.9994889844712084,0.9999429056802547,0.9998287578674739,0.9994566968307729,0.9999155875472121
2014,0.9999874814552184,0.9999684138477561,0.9998830425974661,0.9999999602830689,1.0,0.9999234689325897,0.9996631040436186,0.999661942506907,0.9988166948913219,0.9998688775764547,0.9999984768433319,0.9994799357163938,0.9999398542907223,0.9998339337606656,0.9994473679003018,0.9999118858877049
2015,0.9999728549786332,0.9997935553187699,0.9996173115072325,0.9999199424076893,0.9999234689325897,1.0,0.9992654901942825,0.9992637757634137,0.9981385815157282,0.9999926952288695,0.9999003529069335,0.9990044998294686,0.9997276414117702,0.9999828721387785,0.9989596360345181,0.9996711310922949
2016,0.999520717312711,0.9998378223661928,0.999943142136335,0.9996703795896955,0.9996631040436186,0.9992654901942823,0.9999999999999999,0.9999999990003783,0.9997424934802696,0.9991117198227787,0.9997068829891823,0.999980191643289,0.999887645586878,0.9990240906829179,0.9999734367102567,0.9999195713838657
2017,0.9995193321364685,0.9998370161260594,0.9999426643360219,0.9996692306506664,0.999661942506907,0.9992637757634137,0.9999999990003783,1.0,0.9997435071255962,0.9991098346268503,0.9997057994683872,0.9999804720733735,0.9998869743468153,0.9990221147775814,0.9999737616118011,0.9999190033042361
2018,0.9985608444850665,0.9991716864195853,0.9994436670411163,0.9988303620722867,0.9988166948913219,0.9981385815157282,0.9997424934802696,0.9997435071255961,0.9999999999999999,0.9978981849466447,0.9989000567821129,0.9998655198255221,0.9992900113075917,0.9977645420020979,0.9998813365320275,0.9993742842986902
2019,0.9999373876819921,0.9997085894526322,0.999504275776258,0.9998642739021031,0.9998688775764546,0.9999926952288695,0.9991117198227788,0.9991098346268503,0.9978981849466447,1.0,0.9998390910919273,0.998826694209959,0.9996311368598618,0.999997938328933,0.9987780329281426,0.9995658101883486
2020,0.9999772250316181,0.999980762993804,0.9999082129809824,0.9999989290413361,0.9999984768433318,0.9999003529069335,0.9997068829891824,0.9997057994683872,0.998900056782113,0.9998390910919273,1.0,0.9995346959529661,0.9999574736929434,0.9998006037065267,0.999503863239214,0.9999335322918734
2021,0.9993060704749931,0.9997046650254858,0.9998562165723976,0.9994889844712084,0.9994799357163937,0.9990044998294686,0.9999801916432891,0.9999804720733735,0.9998655198255222,0.9988266942099588,0.999534695952966,1.0,0.999773490969216,0.998726297802898,0.9999995053625381,0.9998199378360346
2022,0.9998724581097119,0.9999954407763718,0.999990640180274,0.9999429056802548,0.9999398542907223,0.9997276414117702,0.9998876455868779,0.9998869743468153,0.9992900113075917,0.9996311368598617,0.9999574736929434,0.999773490969216,1.0,0.9995739276610148,0.9997518278694086,0.9999973379631274
2023,0.9999126033030218,0.9996575098333719,0.9994382849804627,0.9998287578674738,0.9998339337606655,0.9999828721387783,0.9990240906829178,0.9990221147775815,0.9977645420020979,0.999997938328933,0.9998006037065267,0.998726297802898,0.9995739276610148,0.9999999999999999,0.9986756193581515,0.9995039176043197
2024,0.9992685289481783,0.9996799993004374,0.999838856000112,0.9994566968307729,0.9994473679003016,0.998959636034518,0.9999734367102568,0.9999737616118012,0.9998813365320275,0.9987780329281426,0.999503863239214,0.9999995053625381,0.9997518278694086,0.9986756193581515,1.0,0.9998005692365529
2025,0.9998329454090469,0.9999858111759921,0.9999979613612865,0.9999155875472121,0.999911885887705,0.9996711310922949,0.9999195713838658,0.9999190033042361,0.9993742842986902,0.9995658101883486,0.9999335322918734,0.9998199378360346,0.9999973379631274,0.9995039176043197,0.9998005692365529,1.0
